eventID,parentEventID,eventDate,decimalLatitude,decimalLongitude,footprintWKT,coordinateUncertaintyInMeters,minimumDepthInMetres,maximumDepthInMetres,eventRemarks,type,geodeticDatum
GoA2020_Stn:Y,GoA2020,NA,NA,NA,NA,NA,NA,NA,station,Event,EPSG:4326 WGS84
GoA2020_Stn:AB,GoA2020,NA,NA,NA,NA,NA,NA,NA,station,Event,EPSG:4326 WGS84
GoA2020_Stn:AF,GoA2020,NA,NA,NA,NA,NA,NA,NA,station,Event,EPSG:4326 WGS84
GoA2020_Stn:AJ,GoA2020,NA,NA,NA,NA,NA,NA,NA,station,Event,EPSG:4326 WGS84
GoA2020_Stn:AI,GoA2020,NA,NA,NA,NA,NA,NA,NA,station,Event,EPSG:4326 WGS84
GoA2020_Stn:AH,GoA2020,NA,NA,NA,NA,NA,NA,NA,station,Event,EPSG:4326 WGS84
GoA2020_Stn:AK,GoA2020,NA,NA,NA,NA,NA,NA,NA,station,Event,EPSG:4326 WGS84
GoA2020_Stn:AL,GoA2020,NA,NA,NA,NA,NA,NA,NA,station,Event,EPSG:4326 WGS84
GoA2020_Stn:AM,GoA2020,NA,NA,NA,NA,NA,NA,NA,station,Event,EPSG:4326 WGS84
GoA2020_Stn:I,GoA2020,NA,NA,NA,NA,NA,NA,NA,station,Event,EPSG:4326 WGS84
GoA2020_Stn:AV,GoA2020,NA,NA,NA,NA,NA,NA,NA,station,Event,EPSG:4326 WGS84
GoA2020_Stn:AW,GoA2020,NA,NA,NA,NA,NA,NA,NA,station,Event,EPSG:4326 WGS84
GoA2020_Stn:AX,GoA2020,NA,NA,NA,NA,NA,NA,NA,station,Event,EPSG:4326 WGS84
GoA2020_Stn:AR,GoA2020,NA,NA,NA,NA,NA,NA,NA,station,Event,EPSG:4326 WGS84
GoA2020_Stn:1:cast1,GoA2020_Stn:1,2020-03-12T07:00:00Z,48.3975,-127.99611666666667,POINT  ( -127.996116666667   48.3975 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:2:cast1,GoA2020_Stn:2,2020-03-12T18:30:00Z,48.3758333333333,-129.51333333333332,POINT  ( -129.513333333333   48.3758333333333 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:3:cast1,GoA2020_Stn:3,2020-03-14T21:00:00Z,48.3758333333333,-129.51333333333332,POINT  ( -129.513333333333   48.3758333333333 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:4:cast1,GoA2020_Stn:4,2020-03-15T07:58:00Z,47.4275,-138.46816666666666,POINT  ( -138.468166666667   47.4275 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:5:cast1,GoA2020_Stn:5,2020-03-15T20:10:00Z,47.4275,-139.99233333333333,POINT  ( -139.992333333333   47.4275 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:6:cast1,GoA2020_Stn:6,2020-03-16T05:45:00Z,47.425,-141.4795,POINT  ( -141.4795   47.425 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:7:cast1,GoA2020_Stn:7,2020-03-16T14:37:00Z,47.4325,-142.98083333333332,POINT  ( -142.980833333333   47.4325 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:8:cast1,GoA2020_Stn:8,2020-03-17T00:16:00Z,48.3838333333333,-143.0095,POINT  ( -143.0095   48.3838333333333 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:9:cast1,GoA2020_Stn:9,2020-03-17T08:47:00Z,48.4016666666667,-144.488,POINT  ( -144.488   48.4016666666667 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:10:cast1,GoA2020_Stn:10,2020-03-17T17:28:00Z,48.4213333333333,-145.994,POINT  ( -145.994   48.4213333333333 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:11:cast1,GoA2020_Stn:11,2020-03-18T02:00:00Z,48.4013333333333,-147.4955,POINT  ( -147.4955   48.4013333333333 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:12:cast1,GoA2020_Stn:12,2020-03-18T10:51:00Z,49.4176666666667,-147.53416666666666,POINT  ( -147.534166666667   49.4176666666667 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:13:cast1,GoA2020_Stn:13,2020-03-18T21:54:00Z,50.4156666666667,-147.51266666666666,POINT  ( -147.512666666667   50.4156666666667 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:14:cast1,GoA2020_Stn:14,2020-03-19T10:01:00Z,51.4173333333333,-147.50066666666666,POINT  ( -147.500666666667   51.4173333333333 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:15:cast1,GoA2020_Stn:15,2020-03-19T18:40:00Z,51.4281666666667,-146.01616666666666,POINT  ( -146.016166666667   51.4281666666667 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:16:cast1,GoA2020_Stn:16,2020-03-20T05:52:00Z,50.431,-146.00583333333333,POINT  ( -146.005833333333   50.431 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:21:cast1,GoA2020_Stn:21,2020-03-20T14:35:00Z,50.4173333333333,-144.5095,POINT  ( -144.5095   50.4173333333333 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:22:cast1,GoA2020_Stn:22,2020-03-20T23:39:00Z,51.4911666666667,-144.53816666666665,POINT  ( -144.538166666667   51.4911666666667 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:23:cast1,GoA2020_Stn:23,2020-03-21T07:49:00Z,51.4716666666667,-143.035,POINT  ( -143.035   51.4716666666667 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:25:cast1,GoA2020_Stn:25,2020-03-22T12:50:00Z,53.3843333333333,-140.05416666666667,POINT  ( -140.054166666667   53.3843333333333 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:28:cast1,GoA2020_Stn:28,2020-03-23T19:07:00Z,54.4296666666667,-135.5465,POINT  ( -135.5465   54.4296666666667 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:P:cast1,GoA2020_Stn:P,2020-03-24T03:08:00Z,54.565,-134.04833333333335,POINT  ( -134.048333333333   54.565 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:Q:cast1,GoA2020_Stn:Q,2020-03-25T15:21:00Z,54.4046666666667,-132.41583333333332,POINT  ( -132.415833333333   54.4046666666667 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:P PRIME:cast1,GoA2020_Stn:P PRIME,2020-03-26T09:44:00Z,53.4033333333333,-134.055,POINT  ( -134.055   53.4033333333333 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:S28:cast1,GoA2020_Stn:S28,2020-03-26T19:07:00Z,53.43,-135.49666666666667,POINT  ( -135.496666666667   53.43 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:S27:cast1,GoA2020_Stn:S27,2020-03-27T03:36:00Z,53.4195,-137.05866666666665,POINT  ( -137.058666666667   53.4195 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:Y27:cast1,GoA2020_Stn:Y27,2020-03-27T12:46:00Z,52.4081666666667,-137.08883333333333,POINT  ( -137.088833333333   52.4081666666667 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:Y:cast1,GoA2020_Stn:Y,2020-03-28T08:27:00Z,52.395,-138.66833333333332,POINT  ( -138.668333333333   52.395 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:AB:cast1,GoA2020_Stn:AB,2020-03-28T23:00:00Z,51.4183333333333,-138.61833333333334,POINT  ( -138.618333333333   51.4183333333333 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:AF:cast1,GoA2020_Stn:AF,2020-03-30T16:16:00Z,49.435,-141.49833333333333,POINT  ( -141.498333333333   49.435 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:AJ:cast1,GoA2020_Stn:AJ,2020-03-31T00:42:00Z,49.4783333333333,-138.52166666666668,POINT  ( -138.521666666667   49.4783333333333 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:AI:cast1,GoA2020_Stn:AI,2020-03-31T09:18:00Z,49.445,-140.00166666666667,POINT  ( -140.001666666667   49.445 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:AH:cast1,GoA2020_Stn:AH,2020-03-31T18:51:00Z,49.435,-141.49833333333333,POINT  ( -141.498333333333   49.435 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:AK:cast1,GoA2020_Stn:AK,2020-04-01T02:55:00Z,48.4051666666667,-141.47616666666667,POINT  ( -141.476166666667   48.4051666666667 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:AL:cast1,GoA2020_Stn:AL,2020-04-01T11:29:00Z,48.3666666666667,-140.01666666666668,POINT  ( -140.016666666667   48.3666666666667 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:AM:cast1,GoA2020_Stn:AM,2020-04-01T20:05:00Z,48.4328333333333,-138.4125,POINT  ( -138.4125   48.4328333333333 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:I:cast1,GoA2020_Stn:I,2020-04-02T16:12:00Z,46.36,-138.49833333333333,POINT  ( -138.498333333333   46.36 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:AV:cast1,GoA2020_Stn:AV,2020-04-03T13:28:00Z,47.405,-135.40666666666667,POINT  ( -135.406666666667   47.405 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:AW:cast1,GoA2020_Stn:AW,2020-04-03T21:41:00Z,47.4216666666667,-133.98666666666668,POINT  ( -133.986666666667   47.4216666666667 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:AX:cast1,GoA2020_Stn:AX,2020-04-04T06:13:00Z,47.4116666666667,-132.50666666666666,POINT  ( -132.506666666667   47.4116666666667 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:AR:cast1,GoA2020_Stn:AR,2020-04-04T17:30:00Z,48.4066666666667,-131.08166666666668,POINT  ( -131.081666666667   48.4066666666667 ),0,NA,NA,cast,Event,EPSG:4326 WGS84
GoA2020_Stn:1:cast1:niskin:5,GoA2020_Stn:1:cast1:niskin:5,NA,NA,NA,NA,NA,5,5,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:1:cast1:niskin:25,GoA2020_Stn:1:cast1:niskin:25,NA,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:1:cast1:niskin:50,GoA2020_Stn:1:cast1:niskin:50,NA,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:1:cast1:niskin:100,GoA2020_Stn:1:cast1:niskin:100,NA,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:1:cast1:niskin:300,GoA2020_Stn:1:cast1:niskin:300,NA,NA,NA,NA,NA,300,300,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:2:cast1:niskin:5,GoA2020_Stn:2:cast1:niskin:5,NA,NA,NA,NA,NA,5,5,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:2:cast1:niskin:25,GoA2020_Stn:2:cast1:niskin:25,NA,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:2:cast1:niskin:50,GoA2020_Stn:2:cast1:niskin:50,NA,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:2:cast1:niskin:100,GoA2020_Stn:2:cast1:niskin:100,NA,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:3:cast1:niskin:5,GoA2020_Stn:3:cast1:niskin:5,NA,NA,NA,NA,NA,5,5,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:3:cast1:niskin:25,GoA2020_Stn:3:cast1:niskin:25,NA,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:3:cast1:niskin:50,GoA2020_Stn:3:cast1:niskin:50,NA,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:3:cast1:niskin:100,GoA2020_Stn:3:cast1:niskin:100,NA,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:3:cast1:niskin:300,GoA2020_Stn:3:cast1:niskin:300,NA,NA,NA,NA,NA,300,300,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:4:cast1:niskin:5,GoA2020_Stn:4:cast1:niskin:5,NA,NA,NA,NA,NA,5,5,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:4:cast1:niskin:25,GoA2020_Stn:4:cast1:niskin:25,NA,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:4:cast1:niskin:50,GoA2020_Stn:4:cast1:niskin:50,NA,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:4:cast1:niskin:100,GoA2020_Stn:4:cast1:niskin:100,NA,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:4:cast1:niskin:300,GoA2020_Stn:4:cast1:niskin:300,NA,NA,NA,NA,NA,300,300,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:5:cast1:niskin:5,GoA2020_Stn:5:cast1:niskin:5,NA,NA,NA,NA,NA,5,5,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:5:cast1:niskin:25,GoA2020_Stn:5:cast1:niskin:25,NA,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:5:cast1:niskin:50,GoA2020_Stn:5:cast1:niskin:50,NA,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:5:cast1:niskin:100,GoA2020_Stn:5:cast1:niskin:100,NA,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:5:cast1:niskin:300,GoA2020_Stn:5:cast1:niskin:300,NA,NA,NA,NA,NA,300,300,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:6:cast1:niskin:5,GoA2020_Stn:6:cast1:niskin:5,NA,NA,NA,NA,NA,5,5,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:6:cast1:niskin:25,GoA2020_Stn:6:cast1:niskin:25,NA,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:6:cast1:niskin:50,GoA2020_Stn:6:cast1:niskin:50,NA,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:6:cast1:niskin:100,GoA2020_Stn:6:cast1:niskin:100,NA,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:6:cast1:niskin:300,GoA2020_Stn:6:cast1:niskin:300,NA,NA,NA,NA,NA,300,300,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:7:cast1:niskin:5,GoA2020_Stn:7:cast1:niskin:5,NA,NA,NA,NA,NA,5,5,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:7:cast1:niskin:25,GoA2020_Stn:7:cast1:niskin:25,NA,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:7:cast1:niskin:50,GoA2020_Stn:7:cast1:niskin:50,NA,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:7:cast1:niskin:100,GoA2020_Stn:7:cast1:niskin:100,NA,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:7:cast1:niskin:300,GoA2020_Stn:7:cast1:niskin:300,NA,NA,NA,NA,NA,300,300,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:8:cast1:niskin:5,GoA2020_Stn:8:cast1:niskin:5,NA,NA,NA,NA,NA,5,5,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:8:cast1:niskin:25,GoA2020_Stn:8:cast1:niskin:25,NA,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:8:cast1:niskin:50,GoA2020_Stn:8:cast1:niskin:50,NA,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:8:cast1:niskin:100,GoA2020_Stn:8:cast1:niskin:100,NA,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:8:cast1:niskin:300,GoA2020_Stn:8:cast1:niskin:300,NA,NA,NA,NA,NA,300,300,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:9:cast1:niskin:5,GoA2020_Stn:9:cast1:niskin:5,NA,NA,NA,NA,NA,5,5,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:9:cast1:niskin:25,GoA2020_Stn:9:cast1:niskin:25,NA,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:9:cast1:niskin:50,GoA2020_Stn:9:cast1:niskin:50,NA,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:9:cast1:niskin:100,GoA2020_Stn:9:cast1:niskin:100,NA,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:9:cast1:niskin:300,GoA2020_Stn:9:cast1:niskin:300,NA,NA,NA,NA,NA,300,300,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:10:cast1:niskin:5,GoA2020_Stn:10:cast1:niskin:5,NA,NA,NA,NA,NA,5,5,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:10:cast1:niskin:25,GoA2020_Stn:10:cast1:niskin:25,NA,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:10:cast1:niskin:50,GoA2020_Stn:10:cast1:niskin:50,NA,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:10:cast1:niskin:100,GoA2020_Stn:10:cast1:niskin:100,NA,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:10:cast1:niskin:300,GoA2020_Stn:10:cast1:niskin:300,NA,NA,NA,NA,NA,300,300,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:11:cast1:niskin:5,GoA2020_Stn:11:cast1:niskin:5,NA,NA,NA,NA,NA,5,5,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:11:cast1:niskin:25,GoA2020_Stn:11:cast1:niskin:25,NA,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:11:cast1:niskin:50,GoA2020_Stn:11:cast1:niskin:50,NA,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:11:cast1:niskin:100,GoA2020_Stn:11:cast1:niskin:100,NA,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:11:cast1:niskin:300,GoA2020_Stn:11:cast1:niskin:300,NA,NA,NA,NA,NA,300,300,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:12:cast1:niskin:5,GoA2020_Stn:12:cast1:niskin:5,NA,NA,NA,NA,NA,5,5,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:12:cast1:niskin:25,GoA2020_Stn:12:cast1:niskin:25,NA,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:12:cast1:niskin:50,GoA2020_Stn:12:cast1:niskin:50,NA,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:12:cast1:niskin:100,GoA2020_Stn:12:cast1:niskin:100,NA,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:12:cast1:niskin:300,GoA2020_Stn:12:cast1:niskin:300,NA,NA,NA,NA,NA,300,300,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:13:cast1:niskin:5,GoA2020_Stn:13:cast1:niskin:5,NA,NA,NA,NA,NA,5,5,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:13:cast1:niskin:25,GoA2020_Stn:13:cast1:niskin:25,NA,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:13:cast1:niskin:50,GoA2020_Stn:13:cast1:niskin:50,NA,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:13:cast1:niskin:100,GoA2020_Stn:13:cast1:niskin:100,NA,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:13:cast1:niskin:300,GoA2020_Stn:13:cast1:niskin:300,NA,NA,NA,NA,NA,300,300,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:14:cast1:niskin:5,GoA2020_Stn:14:cast1:niskin:5,NA,NA,NA,NA,NA,5,5,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:14:cast1:niskin:25,GoA2020_Stn:14:cast1:niskin:25,NA,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:14:cast1:niskin:50,GoA2020_Stn:14:cast1:niskin:50,NA,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:14:cast1:niskin:100,GoA2020_Stn:14:cast1:niskin:100,NA,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:14:cast1:niskin:300,GoA2020_Stn:14:cast1:niskin:300,NA,NA,NA,NA,NA,300,300,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:15:cast1:niskin:5,GoA2020_Stn:15:cast1:niskin:5,NA,NA,NA,NA,NA,5,5,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:15:cast1:niskin:25,GoA2020_Stn:15:cast1:niskin:25,NA,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:15:cast1:niskin:50,GoA2020_Stn:15:cast1:niskin:50,NA,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:15:cast1:niskin:100,GoA2020_Stn:15:cast1:niskin:100,NA,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:15:cast1:niskin:300,GoA2020_Stn:15:cast1:niskin:300,NA,NA,NA,NA,NA,300,300,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:16:cast1:niskin:5,GoA2020_Stn:16:cast1:niskin:5,NA,NA,NA,NA,NA,5,5,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:16:cast1:niskin:25,GoA2020_Stn:16:cast1:niskin:25,NA,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:16:cast1:niskin:50,GoA2020_Stn:16:cast1:niskin:50,NA,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:16:cast1:niskin:100,GoA2020_Stn:16:cast1:niskin:100,NA,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:16:cast1:niskin:300,GoA2020_Stn:16:cast1:niskin:300,NA,NA,NA,NA,NA,300,300,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:21:cast1:niskin:5,GoA2020_Stn:21:cast1:niskin:5,NA,NA,NA,NA,NA,5,5,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:21:cast1:niskin:25,GoA2020_Stn:21:cast1:niskin:25,NA,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:21:cast1:niskin:50,GoA2020_Stn:21:cast1:niskin:50,NA,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:21:cast1:niskin:100,GoA2020_Stn:21:cast1:niskin:100,NA,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:21:cast1:niskin:300,GoA2020_Stn:21:cast1:niskin:300,NA,NA,NA,NA,NA,300,300,sample,Event,EPSG:4326 WGS84
GoA2020_Stn:22:cast1:niskin:5,GoA2020_Stn:22:cast1:niskin:5,NA,NA,NA,NA,NA,5,5,sample,Event,EPSG:4326 WGS84
