eventID,occurrenceID,scientificName,measurementRemarks.x,measurementType,measurementValue,measurementID,measurementTypeID,measurementUnit,measurementUnitID,measurementValueID,measurementRemarks.y
IYS:GoA2019_Stn1:bongo:Net2:Z56,IYS:GoA2019_Stn1:bongo:Net2:Z56:zoop_occ-4,Animalia,NA,weight,7.4,IYS:GoA2019_Stn1:bongo:Net2:Z56:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,Length type: Size fraction
IYS:GoA2019_Stn1:bongo:Net2:Z56,IYS:GoA2019_Stn1:bongo:Net2:Z56:zoop_occ-4,Animalia,NA,length,2.0,IYS:GoA2019_Stn1:bongo:Net2:Z56:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,http://vocab.nerc.ac.uk/collection/S11/current/S117/,Length type: Size fraction
IYS:GoA2019_Stn1:bongo:Net2:Z86,IYS:GoA2019_Stn1:bongo:Net2:Z86:zoop_occ-5,Animalia,NA,individualCount,1,IYS:GoA2019_Stn1:bongo:Net2:Z86:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: Size fraction
IYS:GoA2019_Stn1:bongo:Net2:Z86,IYS:GoA2019_Stn1:bongo:Net2:Z86:zoop_occ-5,Animalia,NA,weight,22.5,IYS:GoA2019_Stn1:bongo:Net2:Z86:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,Length type: Size fraction
IYS:GoA2019_Stn1:bongo:Net2:Z86,IYS:GoA2019_Stn1:bongo:Net2:Z86:zoop_occ-5,Animalia,NA,length,4.0,IYS:GoA2019_Stn1:bongo:Net2:Z86:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: Size fraction
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-49,Salpa aspera,NA,lifeStage,2.0,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S117/,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-49,Salpa aspera,NA,length,69.0,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-50,Salpa aspera,NA,individualCount,1,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-50,Salpa aspera,NA,length,45.0,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-51,Salpa aspera,NA,individualCount,1,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-51,Salpa aspera,NA,lifeStage,4.0,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-51,Salpa aspera,NA,length,44.0,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-52,Salpa aspera,NA,individualCount,1,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-52,Salpa aspera,NA,lifeStage,4.0,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-49,Salpa aspera,NA,individualCount,1,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-54,Salpa aspera,NA,length,44.0,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-55,Salpa aspera,NA,individualCount,1,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-55,Salpa aspera,NA,length,44.0,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-56,Salpa aspera,NA,individualCount,1,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-56,Salpa aspera,NA,length,43.0,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-57,Salpa aspera,NA,individualCount,1,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-57,Salpa aspera,NA,length,43.0,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-58,Salpa aspera,NA,individualCount,1,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-58,Salpa aspera,NA,lifeStage,4.0,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-52,Salpa aspera,NA,length,44.0,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-53,Salpa aspera,NA,individualCount,1,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-53,Salpa aspera,NA,length,44.0,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-54,Salpa aspera,NA,individualCount,1,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-60,Salpa aspera,NA,length,38.0,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-58,Salpa aspera,NA,length,42.0,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-59,Salpa aspera,NA,individualCount,1,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-59,Salpa aspera,NA,length,39.0,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:zoop_occ-60,Salpa aspera,NA,individualCount,1,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: OA
IYS:GoA2019_Stn10:bongo:Net2:Z1,IYS:GoA2019_Stn10:bongo:Net2:Z1:zoop_occ-61,Animalia,NA,individualCount,1,IYS:GoA2019_Stn10:bongo:Net2:Z1:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: Size fraction
IYS:GoA2019_Stn10:bongo:Net2:Z1,IYS:GoA2019_Stn10:bongo:Net2:Z1:zoop_occ-61,Animalia,NA,length,1.0,IYS:GoA2019_Stn10:bongo:Net2:Z1:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: Size fraction
IYS:GoA2019_Stn10:bongo:Net2:Z30,IYS:GoA2019_Stn10:bongo:Net2:Z30:zoop_occ-64,Animalia,NA,individualCount,1,IYS:GoA2019_Stn10:bongo:Net2:Z30:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: Size fraction
IYS:GoA2019_Stn10:bongo:Net2:Z30,IYS:GoA2019_Stn10:bongo:Net2:Z30:zoop_occ-64,Animalia,NA,length,2.0,IYS:GoA2019_Stn10:bongo:Net2:Z30:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,http://vocab.nerc.ac.uk/collection/S11/current/S117/,Length type: Size fraction
IYS:GoA2019_Stn10:bongo:Net2:Z31,IYS:GoA2019_Stn10:bongo:Net2:Z31:zoop_occ-65,Animalia,NA,length,0.25,IYS:GoA2019_Stn10:bongo:Net2:Z31:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: Size fraction
IYS:GoA2019_Stn10:bongo:Net2:Z31,IYS:GoA2019_Stn10:bongo:Net2:Z31:zoop_occ-65,Animalia,NA,individualCount,1,IYS:GoA2019_Stn10:bongo:Net2:Z31:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: Size fraction
IYS:GoA2019_Stn10:bongo:Net2:Z4,IYS:GoA2019_Stn10:bongo:Net2:Z4:zoop_occ-62,Animalia,NA,individualCount,1,IYS:GoA2019_Stn10:bongo:Net2:Z4:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: Size fraction
IYS:GoA2019_Stn10:bongo:Net2:Z4,IYS:GoA2019_Stn10:bongo:Net2:Z4:zoop_occ-62,Animalia,NA,length,0.5,IYS:GoA2019_Stn10:bongo:Net2:Z4:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: Size fraction
IYS:GoA2019_Stn10:bongo:Net2:Z7,IYS:GoA2019_Stn10:bongo:Net2:Z7:zoop_occ-63,Animalia,NA,individualCount,1,IYS:GoA2019_Stn10:bongo:Net2:Z7:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: Size fraction
IYS:GoA2019_Stn10:bongo:Net2:Z7,IYS:GoA2019_Stn10:bongo:Net2:Z7:zoop_occ-63,Animalia,NA,length,4.0,IYS:GoA2019_Stn10:bongo:Net2:Z7:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: Size fraction
IYS:GoA2019_Stn11:bongo:Net1:Petri dish,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:zoop_occ-73,Salpa aspera,NA,individualCount,1,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: OA
IYS:GoA2019_Stn11:bongo:Net1:Petri dish,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:zoop_occ-73,Salpa aspera,NA,length,50,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: OA
IYS:GoA2019_Stn11:bongo:Net1:Petri dish,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:zoop_occ-74,Salpa aspera,NA,individualCount,1,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: OA
IYS:GoA2019_Stn11:bongo:Net1:Petri dish,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:zoop_occ-74,Salpa aspera,NA,length,50,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: OA
IYS:GoA2019_Stn11:bongo:Net1:Petri dish,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:zoop_occ-75,Salpa aspera,NA,individualCount,1,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: OA
IYS:GoA2019_Stn11:bongo:Net1:Petri dish,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:zoop_occ-75,Salpa aspera,NA,length,45,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: OA
IYS:GoA2019_Stn11:bongo:Net1:Petri dish,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:zoop_occ-76,Salpa aspera,NA,individualCount,3,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: OA
IYS:GoA2019_Stn11:bongo:Net1:Petri dish,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:zoop_occ-76,Salpa aspera,NA,length,60.0,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: OA
IYS:GoA2019_Stn11:bongo:Net1:Petri dish,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:zoop_occ-72,Salpa aspera,NA,length,55,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: OA
IYS:GoA2019_Stn11:bongo:Net1:Petri dish,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:zoop_occ-66,Salpa aspera,NA,individualCount,1,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: OA
IYS:GoA2019_Stn11:bongo:Net1:Petri dish,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:zoop_occ-66,Salpa aspera,NA,length,70,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: OA
IYS:GoA2019_Stn11:bongo:Net1:Petri dish,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:zoop_occ-67,Salpa aspera,NA,individualCount,1,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: OA
IYS:GoA2019_Stn11:bongo:Net1:Petri dish,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:zoop_occ-67,Salpa aspera,NA,length,65,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: OA
IYS:GoA2019_Stn11:bongo:Net1:Petri dish,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:zoop_occ-68,Salpa aspera,NA,individualCount,1,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: OA
IYS:GoA2019_Stn11:bongo:Net1:Petri dish,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:zoop_occ-68,Salpa aspera,NA,length,55,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: OA
IYS:GoA2019_Stn11:bongo:Net1:Petri dish,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:zoop_occ-69,Salpa aspera,NA,individualCount,1,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: OA
IYS:GoA2019_Stn11:bongo:Net1:Petri dish,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:zoop_occ-69,Salpa aspera,NA,length,60,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: OA
IYS:GoA2019_Stn11:bongo:Net1:Petri dish,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:zoop_occ-70,Salpa aspera,NA,individualCount,1,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,Length type: OA
IYS:GoA2019_Stn11:bongo:Net1:Petri dish,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:zoop_occ-70,Salpa aspera,NA,length,60,IYS:GoA2019_Stn11:bongo:Net1:Petri dish:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,Length type: OA
