eventID,eventRemarks,parentEventID,notes,eventDate,decimalLatitude,decimalLongitude,minimumDepthInMeters,maximumDepthInMeters,sampleSizeValue,sampleSizeUnit,samplingProtocol,samplingEffort,footprintWKT,coordinateUncertaintyInMeters,type,geodeticDatum,occurrenceID,scientificName,scientificNameID,kingdom,phylum,class,order,family,genus,occurrenceStatus,Preparations,organismQuantity,organismQuantityType,stage,lifeStage,sex,reproductiveCondition,occurrenceRemarks
GoA2019_Stn19,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn20,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn21,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn22,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn23,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn24,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn25,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn26,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn27,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn28,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn29,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn30,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn31,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn32,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn33,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn34,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn35,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn39,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn36,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn37,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn38,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn40,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn41,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn42,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn43,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn44,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn45,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn46,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn47,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn48,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn49,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn50,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn51,station,GoA2019,Bongo cancelled because of weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn52,station,GoA2019,Bongo cancelled because of weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn53,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn54,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn55,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn56,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn57,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn58,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn59,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn60,station,GoA2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn1:bongo:Net1,cast,GoA2019_Stn1,NA,2019-02-18T21:30:00Z,48.301166666666667,-128.52266666666668,250,250,42.422700777700776,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -128.52266666666668   48.301166666666667 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn1:bongo:Net2,cast,GoA2019_Stn1,NA,2019-02-18T21:30:00Z,48.301166666666667,-128.52266666666668,250,250,42.928988603988607,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -128.52266666666668   48.301166666666667 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn2:bongo:Net1,cast,GoA2019_Stn2,NA,2019-02-19T07:05:00Z,48.18333333333333,-129.91666666666666,250,250,41.858400804650806,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -129.91666666666666   48.18333333333333 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn2:bongo:Net2,cast,GoA2019_Stn2,NA,2019-02-19T07:05:00Z,48.18333333333333,-129.91666666666666,250,250,37.001201971201972,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -129.91666666666666   48.18333333333333 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn3:bongo:Net1,cast,GoA2019_Stn3,NA,2019-02-21T08:21:00Z,47.666666666666664,-136.99666666666667,250,250,44.374018441518444,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -136.99666666666667   47.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn3:bongo:Net2,cast,GoA2019_Stn3,NA,2019-02-21T08:21:00Z,47.666666666666664,-136.99666666666667,250,250,37.201607569107573,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -136.99666666666667   47.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn4:bongo:Net1,cast,GoA2019_Stn4,NA,2019-02-21T18:30:00Z,47.661666666666669,-138.5,250,250,45.027973550473554,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -138.5   47.661666666666669 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn4:bongo:Net2,cast,GoA2019_Stn4,NA,2019-02-21T18:30:00Z,47.661666666666669,-138.5,250,250,39.015805613305616,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -138.5   47.661666666666669 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn5:bongo:Net1,cast,GoA2019_Stn5,NA,2019-02-22T07:00:00Z,47.666666666666664,-140,250,250,43.076655886655885,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -140   47.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn5:bongo:Net2,cast,GoA2019_Stn5,NA,2019-02-22T07:00:00Z,47.666666666666664,-140,250,250,34.907490856240862,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -140   47.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn6:bongo:Net1,cast,GoA2019_Stn6,NA,2019-02-22T18:00:00Z,47.666166666666669,-141.49850000000001,250,250,43.87827827827828,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -141.49850000000001   47.666166666666669 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn6:bongo:Net2,cast,GoA2019_Stn6,NA,2019-02-22T18:00:00Z,47.666166666666669,-141.49850000000001,250,250,42.25393816893817,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -141.49850000000001   47.666166666666669 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn7:bongo:Net1,cast,GoA2019_Stn7,NA,2019-02-23T03:20:00Z,47.666666666666664,-143,250,250,43.841361457611455,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -143   47.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn7:bongo:Net2,cast,GoA2019_Stn7,NA,2019-02-23T03:20:00Z,47.666666666666664,-143,250,250,37.0222972972973,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -143   47.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn8:bongo:Net1,cast,GoA2019_Stn8,NA,2019-02-23T11:45:00Z,47.670166666666667,-144.49549999999999,250,250,47.010934203434211,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -144.49549999999999   47.670166666666667 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn8:bongo:Net2,cast,GoA2019_Stn8,NA,2019-02-23T11:45:00Z,47.670166666666667,-144.49549999999999,250,250,41.61053072303072,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -144.49549999999999   47.670166666666667 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn9:bongo:Net1,cast,GoA2019_Stn9,NA,2019-02-23T20:15:00Z,47.666166666666669,-145.86566666666667,250,250,47.881116404866404,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -145.86566666666667   47.666166666666669 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn9:bongo:Net2,cast,GoA2019_Stn9,NA,2019-02-23T20:15:00Z,47.666166666666669,-145.86566666666667,250,250,52.50099281974282,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -145.86566666666667   47.666166666666669 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn10:bongo:Net1,cast,GoA2019_Stn10,NA,2019-02-24T04:50:00Z,47.666666666666664,-147.5,250,250,44.105053033803031,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   47.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn10:bongo:Net2,cast,GoA2019_Stn10,NA,2019-02-24T04:50:00Z,47.666666666666664,-147.5,250,250,38.910328982828986,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   47.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn11:bongo:Net1,cast,GoA2019_Stn11,NA,2019-02-24T14:05:00Z,48.667499999999997,-147.50066666666666,250,250,45.618642681142681,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50066666666666   48.667499999999997 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn11:bongo:Net2,cast,GoA2019_Stn11,NA,2019-02-24T14:05:00Z,48.667499999999997,-147.50066666666666,250,250,36.806070204820209,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50066666666666   48.667499999999997 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn12:bongo:Net1,cast,GoA2019_Stn12,NA,2019-02-24T23:15:00Z,49.666666666666664,-147.5,250,250,49.0625,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   49.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn12:bongo:Net2,cast,GoA2019_Stn12,NA,2019-02-24T23:15:00Z,49.666666666666664,-147.5,250,250,65.384963232463235,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   49.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn13:bongo:Net1,cast,GoA2019_Stn13,NA,2019-02-25T08:36:00Z,50.666666666666664,-147.5,250,250,48.761846269346272,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   50.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn13:bongo:Net2,cast,GoA2019_Stn13,NA,2019-02-25T08:36:00Z,50.666666666666664,-147.5,250,250,49.0625,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   50.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn14:bongo:Net1,cast,GoA2019_Stn14,NA,2019-02-25T17:15:00Z,51.665666666666667,-147.50133333333332,250,250,49.0625,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50133333333332   51.665666666666667 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn14:bongo:Net2,cast,GoA2019_Stn14,NA,2019-02-25T17:15:00Z,51.665666666666667,-147.50133333333332,250,250,45.518439882189888,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.50133333333332   51.665666666666667 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn15:bongo:Net1,cast,GoA2019_Stn15,NA,2019-02-26T03:20:00Z,52.666666666666664,-147.5,250,250,34.021487160237157,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   52.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GoA2019_Stn15:bongo:Net2,cast,GoA2019_Stn15,NA,2019-02-26T03:20:00Z,52.666666666666664,-147.5,250,250,48.550893008393011,L,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -147.5   52.666666666666664 ),0,HumanObservation,EPSG:4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
